x,y,z,vll_gwc,vll_gsc,fll_gsc,nn_gsc,nn_gwc,m
15417,49078,48560,0,0,0,0,0,50
15384,49054,48543,0,0,0,0,0,50
14906,49244,48577,0,0,0,0,0,50
15229,49127,48601,0,0,0,0,0,50
15577,49285,48575,0,0,0,0,0,50
15354,49123,48616,0,0,0,0,0,50
15254,50025,49062,0,0,0,0,0,50
15550,48954,48680,0,0,0,0,0,50
15287,50181,49171,0,0,0,0,0,50
15552,49194,48708,0,0,0,0,0,50
55535,7682,35531,0,0,0,0,0,50
56075,7841,35635,0,0,0,0,0,50
55329,7314,35722,0,0,0,0,0,50
55571,7759,35516,0,0,0,0,0,50
55216,7409,35305,0,0,0,0,0,50
56107,8360,35594,0,0,0,0,0,50
55787,8614,35222,0,0,0,0,0,50
56069,7448,35528,0,0,0,0,0,50
56107,8826,35438,0,0,0,0,0,50
55382,8411,35637,0,0,0,0,0,50
55545,7821,35595,0,0,0,0,0,50
55466,7621,35495,0,0,0,0,0,50
55625,7907,35524,0,0,0,0,0,50
55604,7707,35530,0,0,0,0,0,50
55255,7120,34922,0,0,0,0,0,50
55516,7479,35357,0,0,0,0,0,50
55148,7355,35401,0,0,0,0,0,50
55702,7706,35537,0,0,0,0,0,50
55515,7642,35605,0,0,0,0,0,50
55811,8325,35766,0,0,0,0,0,50
55435,6737,36044,0,0,0,0,0,50
55520,7550,35565,0,0,0,0,0,50
55408,7955,35964,0,0,0,0,0,50
55820,8038,35245,0,0,0,0,0,50
55474,7568,35472,0,0,0,0,0,50
55991,7519,35521,0,0,0,0,0,50
56205,8248,35444,0,0,0,0,0,50
55196,7577,35931,0,0,0,0,0,50
55131,7713,36119,0,0,0,0,0,50
55500,7562,35630,0,0,0,0,0,50
55244,7763,35306,0,0,0,0,0,50
55641,8171,34740,0,0,0,0,0,50
55512,7342,35715,0,0,0,0,0,50
55463,8126,35766,0,0,0,0,0,50
55916,7957,35751,0,0,0,0,0,50
56010,7678,36202,0,0,0,0,0,50
55251,7535,35434,0,0,0,0,0,50
55202,7428,36016,0,0,0,0,0,50
56071,7875,35521,0,0,0,0,0,50
55559,7565,35463,0,0,0,0,0,50
55564,7392,35504,0,0,0,0,0,50
55732,7717,35607,0,0,0,0,0,50
56104,7796,35859,0,0,0,0,0,50
55900,7140,35636,0,0,0,0,0,50
56058,8716,35383,0,0,0,0,0,50
55748,7762,35577,0,0,0,0,0,50
55756,7769,35431,0,0,0,0,0,50
55416,7411,35356,0,0,0,0,0,50
55038,7537,35686,0,0,0,0,0,50
55284,6975,35630,0,0,0,0,0,50
54970,7351,35595,0,0,0,0,0,50
55460,7865,34710,0,0,0,0,0,50
55307,7537,35578,0,0,0,0,0,50
56028,8084,35457,0,0,0,0,0,50
55508,8086,35606,0,0,0,0,0,50
55560,7731,35543,0,0,0,0,0,50
55515,7778,35425,0,0,0,0,0,50
55520,7683,35536,0,0,0,0,0,50
52325,70909,41840,0,0,0,0,0,50
52353,71331,41420,0,0,0,0,0,50
53089,70864,41178,0,0,0,0,0,50
52829,71150,41799,0,0,0,0,0,50
52491,70158,41206,0,0,0,0,0,50
52297,70844,41862,0,0,0,0,0,50
52422,70895,41515,0,0,0,0,0,50
52218,70517,41722,0,0,0,0,0,50
52278,71200,42146,0,0,0,0,0,50
52345,70560,41630,0,0,0,0,0,50
51883,71332,41723,0,0,0,0,0,50
52512,70593,41721,0,0,0,0,0,50
52376,71107,41735,0,0,0,0,0,50
52210,71034,41845,0,0,0,0,0,50
52260,70362,41718,0,0,0,0,0,50
52673,70800,41767,0,0,0,0,0,50
52272,71100,42018,0,0,0,0,0,50
52268,71029,40990,0,0,0,0,0,50
52366,70785,42062,0,0,0,0,0,50
52336,71029,42495,0,0,0,0,0,50
52332,71407,41453,0,0,0,0,0,50
52317,71139,41469,0,0,0,0,0,50
52179,70789,42008,0,0,0,0,0,50
52299,70626,41859,0,0,0,0,0,50
52374,70851,41842,0,0,0,0,0,50
52349,70738,42057,0,0,0,0,0,50
53011,71059,41940,0,0,0,0,0,50
52386,70871,41864,0,0,0,0,0,50
52722,70656,41828,0,0,0,0,0,50
52075,70886,41919,0,0,0,0,0,50
52352,70973,42283,0,0,0,0,0,50
52458,70920,41502,0,0,0,0,0,50
52028,70957,41914,0,0,0,0,0,50
52220,71684,42335,0,0,0,0,0,50
52302,70866,41796,0,0,0,0,0,50
52250,70642,42320,0,0,0,0,0,50
52725,70966,41536,0,0,0,0,0,50
52619,71149,42222,0,0,0,0,0,50
51896,70635,42157,0,0,0,0,0,50
52139,71205,41326,0,0,0,0,0,50
51952,71603,41376,0,0,0,0,0,50
52417,70935,41615,0,0,0,0,0,50
52373,70623,42225,0,0,0,0,0,50
52651,71590,42231,0,0,0,0,0,50
52040,70463,41702,0,0,0,0,0,50
52307,70783,41788,0,0,0,0,0,50
52222,71338,41877,0,0,0,0,0,50
52348,70748,42246,0,0,0,0,0,50
52575,70593,42390,0,0,0,0,0,50
52150,71590,41199,0,0,0,0,0,50
52379,70915,41753,0,0,0,0,0,50
52301,71093,42205,0,0,0,0,0,50
70313,59598,55633,0,0,0,0,0,50
71736,57894,55437,0,0,0,0,0,50
69910,59770,55420,0,0,0,0,0,50
71121,58365,55579,0,0,0,0,0,50
70166,59435,55463,0,0,0,0,0,50
71270,58347,55409,0,0,0,0,0,50
70304,59683,56053,0,0,0,0,0,50
69963,59164,55305,0,0,0,0,0,50
71754,58548,56038,0,0,0,0,0,50
71716,57822,55486,0,0,0,0,0,50
71844,57899,55633,0,0,0,0,0,50
70944,59691,56103,0,0,0,0,0,50
69534,59732,55585,0,0,0,0,0,50
71665,58280,55285,0,0,0,0,0,50
69970,60262,55498,0,0,0,0,0,50
70219,59807,55611,0,0,0,0,0,50
70364,59466,55648,0,0,0,0,0,50
70551,59572,56536,0,0,0,0,0,50
72356,58013,55257,0,0,0,0,0,50
71158,58037,55083,0,0,0,0,0,50
71099,57731,55175,0,0,0,0,0,50
69929,59697,55390,0,0,0,0,0,50
70311,59602,55315,0,0,0,0,0,50
70434,60039,55257,0,0,0,0,0,50
70303,59631,55612,0,0,0,0,0,50
70164,60285,55367,0,0,0,0,0,50
70337,59569,55616,0,0,0,0,0,50
69956,59706,55336,0,0,0,0,0,50
70056,59367,55624,0,0,0,0,0,50
72060,58056,55242,0,0,0,0,0,50
70030,59567,55799,0,0,0,0,0,50
70062,59965,55620,0,0,0,0,0,50
70239,59612,55700,0,0,0,0,0,50
69808,59750,55325,0,0,0,0,0,50
70021,59696,55064,0,0,0,0,0,50
69925,59818,55573,0,0,0,0,0,50
70288,59887,54961,0,0,0,0,0,50
71896,58358,55181,0,0,0,0,0,50
69803,59899,55398,0,0,0,0,0,50
72121,58024,55671,0,0,0,0,0,50
70281,59638,55650,0,0,0,0,0,50
71486,57787,55253,0,0,0,0,0,50
72275,57844,55083,0,0,0,0,0,50
70349,59402,55845,0,0,0,0,0,50
70961,58359,55188,0,0,0,0,0,50
69853,59899,55434,0,0,0,0,0,50
70288,60137,55553,0,0,0,0,0,50
70437,59473,55926,0,0,0,0,0,50
71812,57805,55488,0,0,0,0,0,50
71561,57945,55700,0,0,0,0,0,50
71719,57969,55388,0,0,0,0,0,50
71924,57972,55433,0,0,0,0,0,50
43439,67877,44410,0,0,0,0,0,50
43342,67398,44240,0,0,0,0,0,50
43491,67426,45093,0,0,0,0,0,50
43720,67811,44531,0,0,0,0,0,50
43865,68424,45033,0,0,0,0,0,50
43231,67939,44300,0,0,0,0,0,50
42984,67495,44365,0,0,0,0,0,50
42674,68318,44336,0,0,0,0,0,50
43898,67558,44535,0,0,0,0,0,50
42987,67699,44445,0,0,0,0,0,50
42813,68047,44177,0,0,0,0,0,50
43234,67901,44115,0,0,0,0,0,50
44152,68079,44802,0,0,0,0,0,50
43305,67819,44201,0,0,0,0,0,50
43460,68015,44400,0,0,0,0,0,50
43295,67449,45080,0,0,0,0,0,50
43845,67903,44815,0,0,0,0,0,50
43685,67626,44204,0,0,0,0,0,50
43574,67939,44175,0,0,0,0,0,50
42879,67539,44787,0,0,0,0,0,50
43468,67884,44274,0,0,0,0,0,50
43518,67058,45288,0,0,0,0,0,50
43414,67875,44372,0,0,0,0,0,50
44024,68624,45008,0,0,0,0,0,50
43194,67531,44735,0,0,0,0,0,50
43921,67752,44594,0,0,0,0,0,50
43161,67837,44228,0,0,0,0,0,50
43356,67853,44384,0,0,0,0,0,50
43514,67327,45078,0,0,0,0,0,50
43736,67704,44823,0,0,0,0,0,50
43475,68036,44328,0,0,0,0,0,50
42826,67915,44528,0,0,0,0,0,50
42706,67517,44660,0,0,0,0,0,50
42971,67534,44831,0,0,0,0,0,50
43603,67882,44348,0,0,0,0,0,50
42784,67810,44701,0,0,0,0,0,50
43595,68029,44479,0,0,0,0,0,50
43174,68279,44429,0,0,0,0,0,50
43433,68006,44336,0,0,0,0,0,50
43450,67806,44433,0,0,0,0,0,50
43328,68274,44166,0,0,0,0,0,50
43504,67896,44426,0,0,0,0,0,50
43479,67861,44406,0,0,0,0,0,50
43203,67689,44385,0,0,0,0,0,50
43277,68089,44149,0,0,0,0,0,50
65796,17979,26037,0,0,0,0,0,50
66003,18309,25985,0,0,0,0,0,50
65878,18653,25739,0,0,0,0,0,50
65642,17654,26265,0,0,0,0,0,50
65551,18070,26035,0,0,0,0,0,50
65629,17808,25723,0,0,0,0,0,50
66416,18324,25996,0,0,0,0,0,50
65777,17754,25525,0,0,0,0,0,50
65515,17583,26373,0,0,0,0,0,50
64950,17823,25823,0,0,0,0,0,50
65812,17924,25973,0,0,0,0,0,50
66289,18376,26059,0,0,0,0,0,50
65792,17896,26084,0,0,0,0,0,50
65343,18124,26781,0,0,0,0,0,50
65842,18111,26064,0,0,0,0,0,50
65902,18581,26361,0,0,0,0,0,50
65572,17294,26347,0,0,0,0,0,50
65536,17668,26358,0,0,0,0,0,50
65412,17795,25934,0,0,0,0,0,50
66009,17880,25745,0,0,0,0,0,50
65752,18140,26200,0,0,0,0,0,50
65784,17942,26093,0,0,0,0,0,50
65787,18077,26027,0,0,0,0,0,50
65861,17819,26816,0,0,0,0,0,50
65771,17936,25647,0,0,0,0,0,50
65795,18427,25812,0,0,0,0,0,50
65660,17792,26399,0,0,0,0,0,50
65851,18037,25983,0,0,0,0,0,50
66025,17611,25878,0,0,0,0,0,50
66111,18424,25445,0,0,0,0,0,50
65829,17660,26191,0,0,0,0,0,50
65897,17363,26531,0,0,0,0,0,50
65810,17933,26084,0,0,0,0,0,50
65767,17951,26003,0,0,0,0,0,50
66015,18357,26186,0,0,0,0,0,50
66123,17565,26239,0,0,0,0,0,50
66026,18265,26055,0,0,0,0,0,50
65818,17747,26341,0,0,0,0,0,50
65843,18222,25712,0,0,0,0,0,50
65594,17711,25796,0,0,0,0,0,50
65756,17740,26127,0,0,0,0,0,50
65976,18393,25848,0,0,0,0,0,50
65875,18060,25760,0,0,0,0,0,50
65994,18273,25991,0,0,0,0,0,50
65599,17841,26201,0,0,0,0,0,50
65705,17930,26001,0,0,0,0,0,50
76110,51910,55187,0,0,0,0,0,50
76193,51872,55123,0,0,0,0,0,50
75481,52057,55325,0,0,0,0,0,50
75935,52050,55100,0,0,0,0,0,50
75864,51487,54695,0,0,0,0,0,50
76122,51775,55099,0,0,0,0,0,50
75943,52145,55351,0,0,0,0,0,50
75929,51695,55440,0,0,0,0,0,50
75360,52744,54651,0,0,0,0,0,50
76033,51826,55267,0,0,0,0,0,50
76466,51794,55199,0,0,0,0,0,50
75217,52453,55261,0,0,0,0,0,50
76527,52534,54761,0,0,0,0,0,50
76174,52310,55473,0,0,0,0,0,50
76022,51567,55088,0,0,0,0,0,50
75980,51485,55442,0,0,0,0,0,50
75956,52067,55136,0,0,0,0,0,50
76217,52956,54353,0,0,0,0,0,50
76128,51913,55439,0,0,0,0,0,50
75417,52831,54692,0,0,0,0,0,50
76051,51564,54780,0,0,0,0,0,50
76231,50626,55619,0,0,0,0,0,50
76137,52605,54745,0,0,0,0,0,50
76098,51946,55172,0,0,0,0,0,50
75096,52872,54768,0,0,0,0,0,50
75818,52117,54996,0,0,0,0,0,50
76011,51885,55192,0,0,0,0,0,50
76297,51691,55283,0,0,0,0,0,50
74766,52512,55399,0,0,0,0,0,50
76222,51312,55007,0,0,0,0,0,50
76127,51885,55206,0,0,0,0,0,50
76540,50963,55358,0,0,0,0,0,50
76704,52181,55383,0,0,0,0,0,50
76170,52133,54719,0,0,0,0,0,50
76138,51662,54857,0,0,0,0,0,50
76823,51302,54843,0,0,0,0,0,50
76052,52276,55245,0,0,0,0,0,50
76478,51770,54879,0,0,0,0,0,50
76190,51842,55053,0,0,0,0,0,50
76048,51642,55409,0,0,0,0,0,50
75932,51878,55098,0,0,0,0,0,50
76170,52017,54943,0,0,0,0,0,50
76023,51928,55558,0,0,0,0,0,50
75939,52543,54846,0,0,0,0,0,50
75814,52497,55180,0,0,0,0,0,50
76217,51805,55248,0,0,0,0,0,50
76017,52010,55076,0,0,0,0,0,50
76157,51302,55715,0,0,0,0,0,50
76018,52104,55185,0,0,0,0,0,50
76642,51464,55016,0,0,0,0,0,50
76081,52095,55106,0,0,0,0,0,50
76697,51566,55099,0,0,0,0,0,50
75972,51850,55100,0,0,0,0,0,50
76164,51900,55216,0,0,0,0,0,50
76235,51580,55285,0,0,0,0,0,50
75930,52226,55347,0,0,0,0,0,50
76393,51246,54921,0,0,0,0,0,50
75903,51686,55212,0,0,0,0,0,50
75356,52681,55113,0,0,0,0,0,50
76117,51961,55258,0,0,0,0,0,50
75784,52023,55148,0,0,0,0,0,50
76163,51968,55096,0,0,0,0,0,50
76120,51671,55247,0,0,0,0,0,50
75831,52309,55142,0,0,0,0,0,50
76164,51663,55352,0,0,0,0,0,50
70927,58945,40569,0,0,0,0,0,50
70953,59057,40466,0,0,0,0,0,50
70795,58295,40417,0,0,0,0,0,50
70911,58920,40614,0,0,0,0,0,50
71056,58860,40368,0,0,0,0,0,50
71860,58438,40388,0,0,0,0,0,50
71564,58492,40387,0,0,0,0,0,50
71006,59336,40798,0,0,0,0,0,50
71049,59117,40287,0,0,0,0,0,50
70847,59010,40542,0,0,0,0,0,50
70921,59341,40393,0,0,0,0,0,50
70844,58816,40907,0,0,0,0,0,50
70822,59067,40521,0,0,0,0,0,50
71009,59589,40383,0,0,0,0,0,50
71196,58742,40912,0,0,0,0,0,50
71317,58699,40384,0,0,0,0,0,50
71063,59529,40425,0,0,0,0,0,50
70967,58953,40463,0,0,0,0,0,50
71135,58932,40721,0,0,0,0,0,50
71005,58882,40496,0,0,0,0,0,50
70750,59351,39876,0,0,0,0,0,50
71050,59121,40188,0,0,0,0,0,50
70892,59470,40201,0,0,0,0,0,50
70823,59323,40047,0,0,0,0,0,50
70439,58978,40157,0,0,0,0,0,50
70885,59262,40675,0,0,0,0,0,50
70788,58894,40703,0,0,0,0,0,50
70762,58638,40525,0,0,0,0,0,50
70764,59058,40486,0,0,0,0,0,50
71135,58668,40483,0,0,0,0,0,50
70913,58775,40754,0,0,0,0,0,50
70827,58903,40728,0,0,0,0,0,50
70889,59249,40227,0,0,0,0,0,50
71081,58915,39908,0,0,0,0,0,50
70734,59028,40257,0,0,0,0,0,50
70807,59332,40485,0,0,0,0,0,50
70714,58989,40633,0,0,0,0,0,50
70908,59527,40241,0,0,0,0,0,50
71158,58560,40655,0,0,0,0,0,50
70939,59144,40376,0,0,0,0,0,50
70849,58943,40625,0,0,0,0,0,50
71064,59488,40320,0,0,0,0,0,50
71148,59233,40273,0,0,0,0,0,50
13502,53243,68550,0,0,0,0,0,50
12840,51955,68697,0,0,0,0,0,50
13431,52914,68545,0,0,0,0,0,50
12995,52189,68647,0,0,0,0,0,50
13995,53875,68664,0,0,0,0,0,50
12430,51629,69040,0,0,0,0,0,50
13574,53385,68564,0,0,0,0,0,50
12320,51800,69133,0,0,0,0,0,50
12925,51955,68847,0,0,0,0,0,50
13822,53737,68551,0,0,0,0,0,50
13275,51902,69146,0,0,0,0,0,50
13522,53317,68574,0,0,0,0,0,50
13353,52216,68527,0,0,0,0,0,50
13359,51686,68903,0,0,0,0,0,50
13009,52104,68174,0,0,0,0,0,50
13413,53559,68037,0,0,0,0,0,50
13378,53310,68603,0,0,0,0,0,50
12965,51641,68850,0,0,0,0,0,50
13412,52318,68964,0,0,0,0,0,50
13496,53257,68734,0,0,0,0,0,50
13126,52043,68639,0,0,0,0,0,50
13634,53506,68516,0,0,0,0,0,50
12916,52607,68410,0,0,0,0,0,50
13596,52833,69136,0,0,0,0,0,50
13216,52751,69123,0,0,0,0,0,50
13970,53627,67996,0,0,0,0,0,50
13129,51666,68760,0,0,0,0,0,50
13482,51714,68460,0,0,0,0,0,50
13179,52876,68878,0,0,0,0,0,50
13340,52344,68832,0,0,0,0,0,50
13557,53156,68558,0,0,0,0,0,50
12810,51985,68732,0,0,0,0,0,50
12499,52109,68417,0,0,0,0,0,50
13481,53245,68488,0,0,0,0,0,50
13357,51677,68848,0,0,0,0,0,50
13243,52592,68788,0,0,0,0,0,50
13828,53470,68764,0,0,0,0,0,50
12744,52416,68379,0,0,0,0,0,50
13449,52820,68341,0,0,0,0,0,50
13560,53879,68056,0,0,0,0,0,50
13816,52722,68883,0,0,0,0,0,50
13643,53379,68696,0,0,0,0,0,50
12456,51987,68880,0,0,0,0,0,50
12804,51967,68582,0,0,0,0,0,50
12954,52009,68436,0,0,0,0,0,50
13375,52863,68795,0,0,0,0,0,50
13695,53363,68691,0,0,0,0,0,50
12969,53594,68594,0,0,0,0,0,50
13763,53346,68632,0,0,0,0,0,50
12744,52104,68736,0,0,0,0,0,50
13260,52650,68717,0,0,0,0,0,50
13659,52914,68580,0,0,0,0,0,50
13770,53763,68556,0,0,0,0,0,50
13574,53155,68443,0,0,0,0,0,50
39278,21708,47328,0,0,0,0,0,50
39915,21178,46921,0,0,0,0,0,50
38484,22597,47866,0,0,0,0,0,50
38630,21633,48280,0,0,0,0,0,50
39617,21740,47047,0,0,0,0,0,50
39265,21735,47230,0,0,0,0,0,50
39428,22072,47240,0,0,0,0,0,50
39688,21089,47319,0,0,0,0,0,50
40104,21449,46806,0,0,0,0,0,50
39685,21768,47091,0,0,0,0,0,50
39114,21954,47621,0,0,0,0,0,50
38570,21565,47961,0,0,0,0,0,50
38584,22016,47113,0,0,0,0,0,50
38809,21962,47085,0,0,0,0,0,50
39059,22230,47456,0,0,0,0,0,50
39522,21253,47556,0,0,0,0,0,50
40086,21234,47514,0,0,0,0,0,50
39277,21982,47523,0,0,0,0,0,50
39771,21092,47757,0,0,0,0,0,50
38615,21856,47173,0,0,0,0,0,50
39688,21135,46613,0,0,0,0,0,50
38506,21693,47480,0,0,0,0,0,50
39683,22168,46909,0,0,0,0,0,50
39142,21635,47048,0,0,0,0,0,50
39516,21377,47477,0,0,0,0,0,50
39139,21701,47393,0,0,0,0,0,50
40353,21717,46798,0,0,0,0,0,50
39580,22340,48223,0,0,0,0,0,50
39273,21721,47218,0,0,0,0,0,50
38846,22462,47498,0,0,0,0,0,50
38937,21804,47985,0,0,0,0,0,50
38492,22610,47775,0,0,0,0,0,50
39460,21622,47316,0,0,0,0,0,50
38987,22415,47288,0,0,0,0,0,50
39429,21719,47639,0,0,0,0,0,50
39513,21528,47087,0,0,0,0,0,50
39285,21687,47597,0,0,0,0,0,50
39251,21734,47209,0,0,0,0,0,50
39364,21597,47395,0,0,0,0,0,50
39260,21852,47360,0,0,0,0,0,50
15390,10517,28673,0,0,0,0,0,50
16725,10001,28387,0,0,0,0,0,50
14047,10927,28718,0,0,0,0,0,50
16886,9494,28231,0,0,0,0,0,50
16441,10019,28530,0,0,0,0,0,50
14965,10474,29008,0,0,0,0,0,50
17579,9852,28214,0,0,0,0,0,50
14908,9944,28944,0,0,0,0,0,50
15335,10748,28665,0,0,0,0,0,50
14924,10644,29291,0,0,0,0,0,50
16771,10341,28494,0,0,0,0,0,50
15224,10754,28490,0,0,0,0,0,50
13662,10770,28531,0,0,0,0,0,50
16430,10019,28283,0,0,0,0,0,50
16612,10147,28451,0,0,0,0,0,50
15372,10504,28806,0,0,0,0,0,50
15498,11117,28692,0,0,0,0,0,50
16642,10031,28443,0,0,0,0,0,50
17076,10582,28243,0,0,0,0,0,50
16834,9729,28198,0,0,0,0,0,50
16191,10096,28231,0,0,0,0,0,50
15405,10537,28669,0,0,0,0,0,50
17391,10640,28434,0,0,0,0,0,50
16737,9937,28343,0,0,0,0,0,50
14472,10984,28928,0,0,0,0,0,50
15499,10025,28896,0,0,0,0,0,50
13740,10770,28475,0,0,0,0,0,50
14923,10147,28979,0,0,0,0,0,50
13623,10795,28466,0,0,0,0,0,50
16671,10025,28490,0,0,0,0,0,50
13698,10828,28588,0,0,0,0,0,50
17106,9927,28486,0,0,0,0,0,50
14163,10939,28757,0,0,0,0,0,50
15567,10188,28268,0,0,0,0,0,50
14042,11091,28819,0,0,0,0,0,50
15060,10501,28719,0,0,0,0,0,50
17052,9951,28373,0,0,0,0,0,50
16184,10160,28250,0,0,0,0,0,50
13849,11305,28740,0,0,0,0,0,50
16755,9995,28393,0,0,0,0,0,50
16015,10104,28123,0,0,0,0,0,50
16847,9723,27924,0,0,0,0,0,50
16774,10070,28509,0,0,0,0,0,50
15191,9948,28492,0,0,0,0,0,50
14254,10941,28814,0,0,0,0,0,50
14158,10915,28953,0,0,0,0,0,50
14026,11161,28752,0,0,0,0,0,50
16850,9926,28352,0,0,0,0,0,50
15055,60238,71609,0,0,0,0,0,50
14960,60166,71531,0,0,0,0,0,50
15043,60175,71655,0,0,0,0,0,50
15265,60111,71697,0,0,0,0,0,50
15520,60008,72014,0,0,0,0,0,50
14983,60131,71116,0,0,0,0,0,50
14648,60654,71762,0,0,0,0,0,50
15149,60152,71559,0,0,0,0,0,50
15300,59656,72172,0,0,0,0,0,50
15529,60140,71307,0,0,0,0,0,50
15423,59276,71678,0,0,0,0,0,50
14466,60319,70868,0,0,0,0,0,50
15114,60312,71663,0,0,0,0,0,50
15188,60641,71691,0,0,0,0,0,50
15059,60198,71622,0,0,0,0,0,50
15143,60265,71625,0,0,0,0,0,50
14663,59329,71685,0,0,0,0,0,50
15089,60251,71431,0,0,0,0,0,50
15054,60128,71563,0,0,0,0,0,50
15507,59724,71636,0,0,0,0,0,50
14475,60259,71455,0,0,0,0,0,50
14950,60284,71444,0,0,0,0,0,50
14837,59935,72415,0,0,0,0,0,50
15257,60115,71689,0,0,0,0,0,50
15022,59106,71014,0,0,0,0,0,50
15151,59938,72519,0,0,0,0,0,50
14997,60182,71609,0,0,0,0,0,50
14963,60097,71481,0,0,0,0,0,50
14494,59509,70722,0,0,0,0,0,50
14983,60312,71671,0,0,0,0,0,50
14946,60510,71492,0,0,0,0,0,50
14502,60342,70923,0,0,0,0,0,50
15093,60165,71598,0,0,0,0,0,50
15007,59766,72200,0,0,0,0,0,50
15050,60175,71546,0,0,0,0,0,50
15131,60202,71785,0,0,0,0,0,50
15962,60136,71970,0,0,0,0,0,50
15086,59775,71067,0,0,0,0,0,50
14995,60083,72099,0,0,0,0,0,50
14876,59985,71546,0,0,0,0,0,50
14949,60176,71485,0,0,0,0,0,50
15006,60158,71741,0,0,0,0,0,50
14941,60123,71532,0,0,0,0,0,50
14912,60164,71553,0,0,0,0,0,50
38334,71465,37599,0,0,0,0,0,50
38530,71946,37573,0,0,0,0,0,50
38346,70775,37751,0,0,0,0,0,50
38249,70024,38042,0,0,0,0,0,50
38330,71631,37402,0,0,0,0,0,50
38755,71690,37215,0,0,0,0,0,50
38222,70713,37599,0,0,0,0,0,50
38849,71594,37042,0,0,0,0,0,50
38311,71776,37409,0,0,0,0,0,50
38359,71451,37599,0,0,0,0,0,50
38441,71547,37733,0,0,0,0,0,50
38895,70445,38005,0,0,0,0,0,50
38034,72106,37477,0,0,0,0,0,50
38284,70753,37694,0,0,0,0,0,50
38425,70835,37337,0,0,0,0,0,50
37959,71340,38079,0,0,0,0,0,50
38190,70892,37241,0,0,0,0,0,50
38126,70515,37269,0,0,0,0,0,50
38865,71553,37728,0,0,0,0,0,50
38254,71300,37498,0,0,0,0,0,50
38251,71561,37611,0,0,0,0,0,50
38444,72160,37754,0,0,0,0,0,50
38381,70758,37749,0,0,0,0,0,50
38532,71961,37738,0,0,0,0,0,50
38325,70742,37674,0,0,0,0,0,50
38669,71681,37884,0,0,0,0,0,50
38285,70797,37686,0,0,0,0,0,50
38754,71528,37340,0,0,0,0,0,50
38500,71996,37488,0,0,0,0,0,50
38527,71846,37516,0,0,0,0,0,50
38164,71375,37873,0,0,0,0,0,50
37951,71317,38048,0,0,0,0,0,50
38376,70846,37834,0,0,0,0,0,50
38766,72264,37846,0,0,0,0,0,50
38524,71616,37603,0,0,0,0,0,50
38619,71855,37597,0,0,0,0,0,50
38261,70044,38050,0,0,0,0,0,50
38561,71952,37541,0,0,0,0,0,50
38312,71299,37602,0,0,0,0,0,50
52750,71132,16897,0,0,0,0,0,50
52800,71409,16809,0,0,0,0,0,50
52966,71724,17772,0,0,0,0,0,50
52819,70694,17129,0,0,0,0,0,50
52768,71602,16692,0,0,0,0,0,50
52341,71319,17376,0,0,0,0,0,50
52661,71262,17242,0,0,0,0,0,50
52850,71454,16945,0,0,0,0,0,50
52563,71236,16735,0,0,0,0,0,50
52772,71573,17001,0,0,0,0,0,50
52934,71398,17183,0,0,0,0,0,50
52770,71764,17707,0,0,0,0,0,50
52732,71066,16983,0,0,0,0,0,50
52759,71289,16980,0,0,0,0,0,50
52857,70561,17164,0,0,0,0,0,50
52433,71110,17439,0,0,0,0,0,50
52593,70978,17346,0,0,0,0,0,50
52826,71442,16746,0,0,0,0,0,50
52425,70807,16850,0,0,0,0,0,50
52717,71126,16954,0,0,0,0,0,50
52219,71394,17833,0,0,0,0,0,50
52779,71119,16917,0,0,0,0,0,50
52803,71511,16799,0,0,0,0,0,50
52732,71510,16728,0,0,0,0,0,50
52757,71793,16965,0,0,0,0,0,50
52995,71566,17321,0,0,0,0,0,50
53007,70875,17167,0,0,0,0,0,50
52717,71293,16598,0,0,0,0,0,50
52398,70886,16626,0,0,0,0,0,50
52689,71172,17226,0,0,0,0,0,50
52799,71231,16338,0,0,0,0,0,50
52679,71086,16908,0,0,0,0,0,50
23403,68344,73679,0,0,0,0,0,50
23531,68487,73889,0,0,0,0,0,50
23534,68365,73861,0,0,0,0,0,50
23400,68125,73454,0,0,0,0,0,50
23517,68465,73651,0,0,0,0,0,50
23001,68319,73759,0,0,0,0,0,50
23306,68452,74057,0,0,0,0,0,50
23454,68682,73561,0,0,0,0,0,50
23507,68504,73624,0,0,0,0,0,50
23778,68840,73872,0,0,0,0,0,50
23400,68383,73664,0,0,0,0,0,50
23589,68443,73905,0,0,0,0,0,50
23524,68488,73874,0,0,0,0,0,50
23733,68246,74211,0,0,0,0,0,50
23345,68185,73496,0,0,0,0,0,50
23233,68831,73580,0,0,0,0,0,50
23427,68611,73663,0,0,0,0,0,50
23645,68262,73399,0,0,0,0,0,50
23530,68270,73894,0,0,0,0,0,50
23512,68636,73635,0,0,0,0,0,50
23385,68433,73750,0,0,0,0,0,50
23595,68425,73815,0,0,0,0,0,50
23461,68306,73683,0,0,0,0,0,50
23121,68496,73853,0,0,0,0,0,50
23582,68485,73861,0,0,0,0,0,50
19190,23513,52468,0,0,0,0,0,50
19248,23903,52791,0,0,0,0,0,50
18894,23350,52306,0,0,0,0,0,50
19182,23543,52492,0,0,0,0,0,50
18995,24209,52801,0,0,0,0,0,50
18934,23465,52258,0,0,0,0,0,50
18909,23475,52970,0,0,0,0,0,50
18659,23459,52543,0,0,0,0,0,50
19188,23510,52361,0,0,0,0,0,50
19400,23891,53424,0,0,0,0,0,50
18622,24318,52612,0,0,0,0,0,50
